"type","country","total_amount","year"
"27章 矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡","all",24238880400,"2015"
"第六类 化学工业及其相关工业的产品","all",92157567600,"2015"
"28章 无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物","all",11668546400,"2015"
"29章 有机化学品","all",37041964400,"2015"
"30章 药品","all",6030383800,"2015"
"31章 肥料","all",9399973800,"2015"
"32章 鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨","all",5467270200,"2015"
"33章 精油及香膏；芳香料制品及化妆盥洗品","all",4082013600,"2015"
"34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂","all",2849408800,"2015"
"35章 蛋白类物质；改性淀粉；胶；酶","all",2293498200,"2015"
"36章 炸药；烟火制品；火柴；引火合金；易燃材料制品","all",822432800,"2015"
"37章 照相及电影用品","all",1029455000,"2015"
"38章 杂项化学产品","all",11472620600,"2015"
"第七类 塑料及其制品；橡胶及其制品","all",74801851600,"2015"
"39章 塑料及其制品","all",57128076600,"2015"
"40章 橡胶及其制品","all",17673775000,"2015"
"第八类 生皮、皮革、毛皮及其制品；鞍具及挽具；旅行用品、手提包及类似品；动物肠线（蚕胶丝除外）制品","all",30506490000,"2015"
"41章 生皮（毛皮除外）及皮革","all",578660600,"2015"
"42章 皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品","all",27021184400,"2015"
"43章 毛皮、人造毛皮及其制品","all",2906645000,"2015"
"第九类 木及木制品；木炭；软木及软木制品；稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",13757270800,"2015"
"44章 木及木制品；木炭","all",12335815800,"2015"
"45章 软木及软木制品","all",19471200,"2015"
"46章 稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",1401982400,"2015"
"第十类 木浆及其他纤维状纤维素浆；纸及纸板的废碎品；纸、纸板及其制品","all",19826240000,"2015"
"47章 木浆及其他纤维状纤维素浆；纸及纸板的废碎品","all",98282800,"2015"
"48章 纸及纸板；纸浆、纸或纸板制品","all",16336234600,"2015"
"49章 书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸","all",3391722600,"2015"
"第十一类 纺织原料及纺织制品","all",237646747800,"2015"
"50章 蚕丝","all",1102606400,"2015"
"51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物","all",1979863200,"2015"
"52章 棉花","all",13737981600,"2015"
"53章 其他植物纺织纤维；纸纱线及其机织物","all",1364979000,"2015"
"54章 化学纤维长丝","all",14231632800,"2015"
"55章 化学纤维短纤","all",11201939000,"2015"
"56章 絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品","all",4221411600,"2015"
"57章 地毯及纺织材料的其他铺地制品","all",2284384200,"2015"
"58章 特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品","all",4171623400,"2015"
"59章 浸渍、涂布、包覆或层压的纺织物；工业用纺织制品","all",6193353600,"2015"
"60章 针织物及钩编织物","all",12701815000,"2015"
"61章 针织或钩编的服装及衣着附件","all",72868143600,"2015"
"62章 非针织或非钩编的服装及衣着附件","all",68174006600,"2015"
"63章 其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物","all",23413007800,"2015"
"第十二类 鞋、帽、伞、杖、鞭及其零件；已加工的羽毛及其制品；人造花；人发制品","all",59236713200,"2015"
"64章 鞋靴、护腿和类似品及其零件","all",46464723200,"2015"
"65章 帽类及其零件","all",4158050400,"2015"
"66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件","all",2695749000,"2015"
"67章 已加工羽毛、羽绒及其制品；人造花；人发制品","all",5918190600,"2015"
"第十三类 石料、石膏、水泥、石棉、云母及类似材料的制品；陶瓷产品；玻璃及其制品","all",47780497800,"2015"
"68章 石料、石膏、水泥、石棉、云母及类似材料的制品","all",11324072200,"2015"
"69章 陶瓷产品","all",22704822000,"2015"
"70章 玻璃及其制品","all",13751605000,"2015"
"第十四类 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",26992585200,"2015"
"71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",26992585200,"2015"
"第十五类 贱金属及其制品","all",153393189600,"2015"
"72章 钢铁","all",42652964200,"2015"
"73章 钢铁制品","all",52616621400,"2015"
"74章 铜及其制品","all",4878703200,"2015"
"75章 镍及其制品","all",662235000,"2015"
"76章 铝及其制品","all",20664334600,"2015"
"78章 铅及其制品","all",139125000,"2015"
"79章 锌及其制品","all",454650000,"2015"
"80章 锡及其制品","all",52476200,"2015"
"81章 其他贱金属、金属陶瓷及其制品","all",2455112800,"2015"
"82章 贱金属工具、器具、利口器、餐匙、餐叉及其零件","all",12695263000,"2015"
"83章 贱金属杂项制品","all",16121704200,"2015"
"第十六类 机器、机械器具、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",834164472400,"2015"
"84章 核反应堆、锅炉、机械器具及零件","all",316549840600,"2015"
"85章 电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",517614631800,"2015"
"第十七类 车辆、航空器、船舶及有关运输设备","all",93108351000,"2015"
"86章 铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件、附件；各种机械（包括电动机械）交通信号设备","all",10689308000,"2015"
"87章 车辆及其零件、附件，但铁道及电车道车辆除外","all",54386005800,"2015"
"88章 航空器、航天器及其零件","all",3024200200,"2015"
"89章 船舶及浮动结构体","all",25008838400,"2015"
"第十八类 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；钟表；乐器；上述物品的零件、附件","all",70602627200,"2015"
"90章 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件","all",64110520600,"2015"
"91章 钟表及其零件","all",5019028000,"2015"
"92章 乐器及其零件、附件","all",1473078600,"2015"
"第十九类 武器、弹药及其零件、附件","all",147107800,"2015"
"93章 武器、弹药及其零件、附件","all",147107800,"2015"
"第二十类 杂项制品","all",135640048600,"2015"
"94章 家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光名牌及类似品；活动房屋","all",85726452000,"2015"
"95章 玩具、游戏品、运动用品及其零件、附件","all",37147612600,"2015"
"96章 杂项制品","all",12765984000,"2015"
"第二十一类艺术品、收藏品及古物","all",503015800,"2015"
"97章 艺术品、收藏品及古物","all",503015800,"2015"
"第二十二类特殊交易品及未分类商品","all",445181800,"2015"
"98章 特殊交易品及未分类商品","all",445181800,"2015"
"总值","all",2014763182600,"2014"
"第一类 活动物；动物产品","all",16102814000,"2014"
"01章 活动物","all",503406400,"2014"
"02章 肉及食用杂碎","all",1016537200,"2014"
"03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物","all",12104906800,"2014"
"04章 乳品；蛋品；天然蜂蜜；其他食用动物产品","all",503917400,"2014"
"05章 其他动物产品","all",1974046200,"2014"
"第二类 植物产品","all",18048788800,"2014"
"06章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶","all",352639000,"2014"
"07章 食用蔬菜、根及块茎","all",7073974600,"2014"
"08章 食用水果及坚果；甜瓜或柑桔属水果的果皮","all",3712640400,"2014"
"09章 咖啡、茶、马黛茶及调味香料","all",2108939000,"2014"
"10章 谷物","all",383152000,"2014"
"11章 制粉工业产品；麦芽；淀粉；菊粉；面筋","all",526513400,"2014"
"12章 含油子仁及果实；杂项子仁及果实；工业用或药用植物；稻草、秸秆及饲料","all",2678804800,"2014"
"13章 虫胶；树胶、树脂及其他植物液、汁","all",1123039400,"2014"
"14章 编结用植物材料；其他植物产品","all",89086200,"2014"
"第三类 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡","all",554241800,"2014"
"15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡","all",554241800,"2014"
"第四类 食品；饮料、酒及醋；烟草、烟草及烟草代用品的制品","all",24950368800,"2014"
"16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品","all",7640557400,"2014"
"17章 糖及糖食","all",1324426600,"2014"
"18章 可可及可可制品","all",409102400,"2014"
"19章 谷物、粮食粉、淀粉或乳的制品；糕饼点心","all",1353276400,"2014"
"20章 蔬菜、水果、坚果或植物其他部分的制品","all",6563761400,"2014"
"21章 杂项食品","all",2332010800,"2014"
"22章 饮料、酒及醋","all",1420647200,"2014"
"23章 食品工业的残渣及废料；配制的动物饲料","all",2802072000,"2014"
"24章 烟草、烟草及烟草代用品的制品","all",1104513200,"2014"
"第五类 矿产品","all",33252977800,"2014"
"25章 盐；硫磺；泥土及石料；石膏料、石灰及水泥","all",3329544400,"2014"
"26章 矿砂、矿渣及矿灰","all",301471800,"2014"
"27章 矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡","all",29621960200,"2014"
"第六类 化学工业及其相关工业的产品","all",94116317400,"2014"
"28章 无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物","all",12943123200,"2014"
"29章 有机化学品","all",39070175200,"2014"
"30章 药品","all",5668964000,"2014"
"31章 肥料","all",7690760000,"2014"
"32章 鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨","all",5782516600,"2014"
"33章 精油及香膏；芳香料制品及化妆盥洗品","all",3601351600,"2014"
"34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂","all",2964798200,"2014"
"35章 蛋白类物质；改性淀粉；胶；酶","all",2304436400,"2014"
"36章 炸药；烟火制品；火柴；引火合金；易燃材料制品","all",846841800,"2014"
"37章 照相及电影用品","all",1026117400,"2014"
"38章 杂项化学产品","all",12217234400,"2014"
"第七类 塑料及其制品；橡胶及其制品","all",77735639800,"2014"
"39章 塑料及其制品","all",57440230400,"2014"
"40章 橡胶及其制品","all",20295408000,"2014"
"第八类 生皮、皮革、毛皮及其制品；鞍具及挽具；旅行用品、手提包及类似品；动物肠线（蚕胶丝除外）制品","all",30178892800,"2014"
"41章 生皮（毛皮除外）及皮革","all",484478400,"2014"
"42章 皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品","all",26118048600,"2014"
"43章 毛皮、人造毛皮及其制品","all",3576367200,"2014"
"第九类 木及木制品；木炭；软木及软木制品；稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",13893447400,"2014"
"44章 木及木制品；木炭","all",12445938400,"2014"
"45章 软木及软木制品","all",16899400,"2014"
"46章 稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",1430609600,"2014"
"第十类 木浆及其他纤维状纤维素浆；纸及纸板的废碎品；纸、纸板及其制品","all",18735561600,"2014"
"47章 木浆及其他纤维状纤维素浆；纸及纸板的废碎品","all",101098200,"2014"
"48章 纸及纸板；纸浆、纸或纸板制品","all",15329234200,"2014"
"49章 书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸","all",3305229200,"2014"
"第十一类 纺织原料及纺织制品","all",247361494800,"2014"
"50章 蚕丝","all",1303887200,"2014"
"51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物","all",2168331200,"2014"
"52章 棉花","all",14019391400,"2014"
"53章 其他植物纺织纤维；纸纱线及其机织物","all",1278603200,"2014"
"54章 化学纤维长丝","all",14515356800,"2014"
"55章 化学纤维短纤","all",11023462800,"2014"
"56章 絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品","all",3954267800,"2014"
"57章 地毯及纺织材料的其他铺地制品","all",2305598400,"2014"
"58章 特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品","all",4406771600,"2014"
"59章 浸渍、涂布、包覆或层压的纺织物；工业用纺织制品","all",6541033800,"2014"
"60章 针织物及钩编织物","all",12162350200,"2014"
"61章 针织或钩编的服装及衣着附件","all",79134267800,"2014"
"62章 非针织或非钩编的服装及衣着附件","all",70057738800,"2014"
"63章 其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物","all",24490432400,"2014"
"第十二类 鞋、帽、伞、杖、鞭及其零件；已加工的羽毛及其制品；人造花；人发制品","all",60666940600,"2014"
"64章 鞋靴、护腿和类似品及其零件","all",48372857400,"2014"
"65章 帽类及其零件","all",3907821400,"2014"
"66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件","all",2762776800,"2014"
"67章 已加工羽毛、羽绒及其制品；人造花；人发制品","all",5623483600,"2014"
"第十三类 石料、石膏、水泥、石棉、云母及类似材料的制品；陶瓷产品；玻璃及其制品","all",42325075800,"2014"
"68章 石料、石膏、水泥、石棉、云母及类似材料的制品","all",9542685600,"2014"
"69章 陶瓷产品","all",18985944600,"2014"
"70章 玻璃及其制品","all",13796447000,"2014"
"第十四类 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",54355799400,"2014"
"71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",54355799400,"2014"
"第十五类 贱金属及其制品","all",158493668200,"2014"
"72章 钢铁","all",47715602200,"2014"
"73章 钢铁制品","all",52165895600,"2014"
"74章 铜及其制品","all",6005245400,"2014"
"75章 镍及其制品","all",1906713200,"2014"
"76章 铝及其制品","all",19450226600,"2014"
"78章 铅及其制品","all",138006400,"2014"
"79章 锌及其制品","all",492850400,"2014"
"80章 锡及其制品","all",121592800,"2014"
"81章 其他贱金属、金属陶瓷及其制品","all",2998308600,"2014"
"82章 贱金属工具、器具、利口器、餐匙、餐叉及其零件","all",12720927800,"2014"
"83章 贱金属杂项制品","all",14778300600,"2014"
"第十六类 机器、机械器具、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",835759695400,"2014"
"84章 核反应堆、锅炉、机械器具及零件","all",344716845200,"2014"
"85章 电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",491042850200,"2014"
"第十七类 车辆、航空器、船舶及有关运输设备","all",90125891800,"2014"
"86章 铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件、附件；各种机械（包括电动机械）交通信号设备","all",10955256200,"2014"
"87章 车辆及其零件、附件，但铁道及电车道车辆除外","all",55228392800,"2014"
"88章 航空器、航天器及其零件","all",2276303400,"2014"
"89章 船舶及浮动结构体","all",21665939400,"2014"
"第十八类 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；钟表；乐器；上述物品的零件、附件","all",69727431200,"2014"
"90章 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件","all",63642441800,"2014"
"91章 钟表及其零件","all",4613424200,"2014"
"92章 乐器及其零件、附件","all",1471566600,"2014"
"第十九类 武器、弹药及其零件、附件","all",138639200,"2014"
"93章 武器、弹药及其零件、附件","all",138639200,"2014"
"第二十类 杂项制品","all",125709270400,"2014"
"94章 家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光名牌及类似品；活动房屋","all",80305152200,"2014"
"95章 玩具、游戏品、运动用品及其零件、附件","all",33164217800,"2014"
"96章 杂项制品","all",12239900400,"2014"
"第二十一类艺术品、收藏品及古物","all",580539400,"2014"
"97章 艺术品、收藏品及古物","all",580539400,"2014"
"第二十二类特殊交易品及未分类商品","all",1949687600,"2014"
"98章 特殊交易品及未分类商品","all",1949687600,"2014"
"总值","all",2912390203800,"2024"
"第一类 活动物；动物产品","all",11660832400,"2024"
"01章 活动物","all",364455000,"2024"
"02章 肉及食用杂碎","all",968161600,"2024"
"03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物","all",8198600200,"2024"
"04章 乳品；蛋品；天然蜂蜜；其他食用动物产品","all",625315600,"2024"
"05章 其他动物产品","all",1504298600,"2024"
"第二类 植物产品","all",24771272400,"2024"
"06章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶","all",480158000,"2024"
"07章 食用蔬菜、根及块茎","all",9902685800,"2024"
"08章 食用水果及坚果；甜瓜或柑桔属水果的果皮","all",5370883000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","all",2933301000,"2024"
"10章 谷物","all",675208800,"2024"
"11章 制粉工业产品；麦芽；淀粉；菊粉；面筋","all",713232800,"2024"
"12章 含油子仁及果实；杂项子仁及果实；工业用或药用植物；稻草、秸秆及饲料","all",2706783800,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","all",1755884200,"2024"
"14章 编结用植物材料；其他植物产品","all",233133600,"2024"
"第三类  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡","all",3364496800,"2024"
"15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡","all",3364496800,"2024"
"第四类  食品；饮料、酒及醋；烟草、烟草及烟草代用品的制品","all",40608583400,"2024"
"16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品","all",8968085000,"2024"
"17章 糖及糖食","all",2718457000,"2024"
"18章 可可及可可制品","all",413764400,"2024"
"19章 谷物、粮食粉、淀粉或乳的制品；糕饼点心","all",2352264600,"2024"
"20章 蔬菜、水果、坚果或植物其他部分的制品","all",7264030200,"2024"
"21章 杂项食品","all",5191982600,"2024"
"22章 饮料、酒及醋","all",2516799600,"2024"
"23章 食品工业的残渣及废料；配制的动物饲料","all",3679481400,"2024"
"24章 烟草、烟草及烟草代用品的制品","all",7503718600,"2024"
"第五类 矿产品","all",51360013600,"2024"
"25章 盐；硫磺；泥土及石料；石膏料、石灰及水泥","all",2632303800,"2024"
"26章 矿砂、矿渣及矿灰","all",3302975200,"2024"
"27章 矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡","all",45424734600,"2024"
"第六类 化学工业及其相关工业的产品","all",159165752200,"2024"
"28章 无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物","all",22090259800,"2024"
"29章 有机化学品","all",67973136000,"2024"
"30章 药品","all",10068181200,"2024"
"31章 肥料","all",6815963000,"2024"
"32章 鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨","all",8627584000,"2024"
"33章 精油及香膏；芳香料制品及化妆盥洗品","all",6866311200,"2024"
"34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂","all",6494231800,"2024"
"35章 蛋白类物质；改性淀粉；胶；酶","all",3983887600,"2024"
"36章 炸药；烟火制品；火柴；引火合金；易燃材料制品","all",1017482200,"2024"
"37章 照相及电影用品","all",1136340800,"2024"
"38章 杂项化学产品","all",24092374600,"2024"
"第七类  塑料及其制品；橡胶及其制品","all",144625737200,"2024"
"39章 塑料及其制品","all",115108123200,"2024"
"40章 橡胶及其制品","all",29517614000,"2024"
"第八类 生皮、皮革、毛皮及其制品；鞍具及挽具；旅行用品、手提包及类似品；动物肠线（蚕胶丝除外）制品","all",31901644600,"2024"
"41章 生皮（毛皮除外）及皮革","all",922265400,"2024"
"42章 皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品","all",30401792400,"2024"
"43章 毛皮、人造毛皮及其制品","all",577586800,"2024"
"第九类 木及木制品；木炭；软木及软木制品；稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",14556582600,"2024"
"44章 木及木制品；木炭","all",13375619600,"2024"
"45章 软木及软木制品","all",35858200,"2024"
"46章 稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品","all",1145104800,"2024"
"第十类 木浆及其他纤维状纤维素浆；纸及纸板的废碎品；纸、纸板及其制品","all",28348983600,"2024"
"47章 木浆及其他纤维状纤维素浆；纸及纸板的废碎品","all",251743800,"2024"
"48章 纸及纸板；纸浆、纸或纸板制品","all",24552922800,"2024"
"49章 书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸","all",3544317000,"2024"
"第十一类 纺织原料及纺织制品","all",244888449400,"2024"
"50章 蚕丝","all",586360600,"2024"
"51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物","all",1442889000,"2024"
"52章 棉花","all",8847540800,"2024"
"53章 其他植物纺织纤维；纸纱线及其机织物","all",1404741800,"2024"
"54章 化学纤维长丝","all",24231804800,"2024"
"55章 化学纤维短纤","all",11545381400,"2024"
"56章 絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品","all",6550401200,"2024"
"57章 地毯及纺织材料的其他铺地制品","all",3568126800,"2024"
"58章 特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品","all",4966696000,"2024"
"59章 浸渍、涂布、包覆或层压的纺织物；工业用纺织制品","all",8123455200,"2024"
"60章 针织物及钩编织物","all",19656736400,"2024"
"61章 针织或钩编的服装及衣着附件","all",70214096400,"2024"
"62章 非针织或非钩编的服装及衣着附件","all",55385723400,"2024"
"63章 其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物","all",28364494200,"2024"
"第十二类 鞋、帽、伞、杖、鞭及其零件；已加工的羽毛及其制品；人造花；人发制品","all",57589299600,"2024"
"64章 鞋靴、护腿和类似品及其零件","all",41481917400,"2024"
"65章 帽类及其零件","all",4946986800,"2024"
"66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件","all",2789953600,"2024"
"67章 已加工羽毛、羽绒及其制品；人造花；人发制品","all",8370441800,"2024"
"第十三类 石料、石膏、水泥、石棉、云母及类似材料的制品；陶瓷产品；玻璃及其制品","all",47881239000,"2024"
"68章 石料、石膏、水泥、石棉、云母及类似材料的制品","all",9362735200,"2024"
"69章 陶瓷产品","all",17601746400,"2024"
"70章 玻璃及其制品","all",20916757400,"2024"
"第十四类 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",28390657400,"2024"
"71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币","all",28390657400,"2024"
"第十五类  贱金属及其制品","all",233935037000,"2024"
"72章 钢铁","all",58983136800,"2024"
"73章 钢铁制品","all",81166393000,"2024"
"74章 铜及其制品","all",11998847000,"2024"
"75章 镍及其制品","all",2240764400,"2024"
"76章 铝及其制品","all",32245673600,"2024"
"78章 铅及其制品","all",96422200,"2024"
"79章 锌及其制品","all",157771600,"2024"
"80章 锡及其制品","all",466837000,"2024"
"81章 其他贱金属、金属陶瓷及其制品","all",4230734200,"2024"
"82章 贱金属工具、器具、利口器、餐匙、餐叉及其零件","all",20343717800,"2024"
"83章 贱金属杂项制品","all",22004738000,"2024"
"第十六类 机器、机械器具、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",1216820550400,"2024"
"84章 核反应堆、锅炉、机械器具及零件","all",462801981600,"2024"
"85章 电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件","all",754018568800,"2024"
"第十七类  车辆、航空器、船舶及有关运输设备","all",240617126400,"2024"
"86章 铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件、附件；各种机械（包括电动机械）交通信号设备","all",16494289000,"2024"
"87章 车辆及其零件、附件，但铁道及电车道车辆除外","all",178400950000,"2024"
"88章 航空器、航天器及其零件","all",5543255200,"2024"
"89章 船舶及浮动结构体","all",40178632200,"2024"
"第十八类  光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；钟表；乐器；上述物品的零件、附件","all",64488193000,"2024"
"90章 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件","all",58626563800,"2024"
"91章 钟表及其零件","all",4000362800,"2024"
"92章 乐器及其零件、附件","all",1861265000,"2024"
"第十九类 武器、弹药及其零件、附件","all",185878000,"2024"
"93章 武器、弹药及其零件、附件","all",185878000,"2024"
"第二十类  杂项制品","all",194924896600,"2024"
"94章 家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光名牌及类似品；活动房屋","all",101892684600,"2024"
"95章 玩具、游戏品、运动用品及其零件、附件","all",69163350200,"2024"
"96章 杂项制品","all",23868861800,"2024"
"第二十一类艺术品、收藏品及古物","all",719350800,"2024"
"97章 艺术品、收藏品及古物","all",719350800,"2024"
"第二十二类特殊交易品及未分类商品","all",71585627400,"2024"
"98章 特殊交易品及未分类商品","all",70485608200,"2024"
"99章 跨境电商B2B简化申报商品","all",1100020600,"2024"
"第1章   活动物","阿联酋",8610,"2015"
"第2章   肉及食用杂碎","伊拉克",11431990,"2015"
"第2章   肉及食用杂碎","阿联酋",812146,"2015"
"第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物","伊拉克",6795,"2015"
"第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物","阿联酋",44492746,"2015"
"第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物","波兰",100688442,"2015"
"第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物","墨西哥",139569918,"2015"
"第4章   乳品;蛋品;天然蜂蜜;其他食用动物产品","伊拉克",346284,"2015"
"第4章   乳品;蛋品;天然蜂蜜;其他食用动物产品","阿联酋",2981300,"2015"
"第4章   乳品;蛋品;天然蜂蜜;其他食用动物产品","波兰",9427380,"2015"
"第4章   乳品;蛋品;天然蜂蜜;其他食用动物产品","墨西哥",686050,"2015"
"第5章   其他动物产品","阿联酋",527596,"2015"
"第5章   其他动物产品","波兰",45864549,"2015"
"第5章   其他动物产品","墨西哥",1342740,"2015"
"第6章   活树及其他活植物;鳞茎、根及类似品;插花及装饰用簇叶","伊拉克",31200,"2015"
"第6章   活树及其他活植物;鳞茎、根及类似品;插花及装饰用簇叶","阿联酋",3388819,"2015"
"第6章   活树及其他活植物;鳞茎、根及类似品;插花及装饰用簇叶","波兰",109051,"2015"
"第6章   活树及其他活植物;鳞茎、根及类似品;插花及装饰用簇叶","墨西哥",955843,"2015"
"第7章   食用蔬菜、根及块茎","伊拉克",446681,"2015"
"第7章   食用蔬菜、根及块茎","阿联酋",130665354,"2015"
"第7章   食用蔬菜、根及块茎","波兰",12587554,"2015"
"第7章   食用蔬菜、根及块茎","墨西哥",10801675,"2015"
"第8章   食用水果及坚果;甜瓜或柑橘属水果的果皮","伊拉克",159680,"2015"
"第8章   食用水果及坚果;甜瓜或柑橘属水果的果皮","阿联酋",39063856,"2015"
"第8章   食用水果及坚果;甜瓜或柑橘属水果的果皮","波兰",6623997,"2015"
"第8章   食用水果及坚果;甜瓜或柑橘属水果的果皮","墨西哥",5102095,"2015"
"第9章   咖啡、茶、马黛茶及调味香料","伊拉克",1156630,"2015"
"第9章   咖啡、茶、马黛茶及调味香料","阿联酋",62293063,"2015"
"第9章   咖啡、茶、马黛茶及调味香料","波兰",7257000,"2015"
"第9章   咖啡、茶、马黛茶及调味香料","墨西哥",25024099,"2015"
"第11章  制粉工业产品;麦芽;淀粉;菊粉;面筋","伊拉克",30240,"2015"
"第11章  制粉工业产品;麦芽;淀粉;菊粉;面筋","阿联酋",495929,"2015"
"第11章  制粉工业产品;麦芽;淀粉;菊粉;面筋","波兰",88617,"2015"
"第11章  制粉工业产品;麦芽;淀粉;菊粉;面筋","墨西哥",1978417,"2015"
"第12章  含油子仁及果实;杂项子仁及果仁;工业用或药用植物;稻草、秸秆及饲料","伊拉克",53580043,"2015"
"第12章  含油子仁及果实;杂项子仁及果仁;工业用或药用植物;稻草、秸秆及饲料","阿联酋",24745449,"2015"
